100	0.74715231	0.012367818
200	0.74222505	0.0091044001
300	0.73821863	-0.0063836831
400	0.73641245	-0.019433426
500	0.72691175	-0.024023991
600	0.7270114	-0.027791875
700	0.72606265	-0.03833586
800	0.72003301	-0.030965245
900	0.71657289	-0.02022787
1000	0.71606629	-0.025448218
1100	0.72772035	0.0047929713
1200	0.73054363	-0.011138907
1300	0.72874972	0.0074491865
1400	0.71641494	0.014640087
1500	0.71889869	0.010430768
1600	0.71767647	-0.021213429
1700	0.71716726	-0.009239205
1800	0.72162539	-0.0069256134
1900	0.71680693	-0.039072306
2000	0.7241392	-0.06096183
2100	0.72517944	-0.045896652
2200	0.72561468	-0.0052050758
2300	0.72615362	-0.00073926558
2400	0.72490536	-0.0079235791
2500	0.72683914	-0.026356531
2600	0.72666229	-0.055580497
2700	0.73188199	-0.026395729
2800	0.72385669	-0.024332376
2900	0.72787207	-0.042617518
3000	0.72269265	-0.034817398
3100	0.72554418	-0.019605864
3200	0.7291607	-0.014139161
3300	0.71938294	0.024007514
3400	0.72614326	0.013176111
3500	0.72105881	-0.014478599
3600	0.71959968	-0.034455939
3700	0.71948049	-0.055250599
3800	0.72077274	-0.063406236
3900	0.71590585	-0.07233146
4000	0.72203194	-0.070471239
4100	0.72590342	-0.031553482
4200	0.72682424	-0.046611398
4300	0.7281418	-0.061618765
4400	0.71896136	-0.020091195
4500	0.71416867	0.022074297
4600	0.71478587	0.012966555
4700	0.71130314	-0.0051407685
4800	0.71260264	-0.010516242
4900	0.71208787	-0.00087208576
5000	0.71622494	-0.021125518
5100	0.70904024	0.0031221443
5200	0.70359997	-0.0069059254
5300	0.71663381	-0.0063218597
5400	0.70869262	0.031381228
5500	0.7044654	0.052785053
5600	0.70785445	0.044094549
5700	0.7039664	0.0078895076
5800	0.69901887	0.010005411
5900	0.70518618	0.005732255
6000	0.70408016	-0.013223853
6100	0.70357422	-0.019291339
6200	0.70821538	-0.00065915404
6300	0.70655541	0.01745996
6400	0.70545306	-0.0018335462
6500	0.70914448	0.015017212
6600	0.71520032	0.0012373919
6700	0.7179858	0.0092276873
6800	0.71449786	0.031622916
6900	0.71679145	0.050488695
7000	0.71415979	0.059182628
7100	0.70908419	0.07078326
7200	0.71310213	0.074723119
7300	0.71638582	0.075208046
7400	0.71067786	0.078809471
7500	0.71737072	0.063888899
7600	0.71422955	0.063249342
7700	0.69920185	0.049203868
7800	0.69685858	0.03971413
7900	0.70611845	0.026893427
8000	0.71560339	0.010672919
8100	0.7137198	-0.013861255
8200	0.71380992	-0.049317381
8300	0.7096141	-0.051312957
8400	0.69857112	-0.078090629
8500	0.70288796	-0.090977033
8600	0.6988567	-0.085013605
8700	0.70840019	-0.073912819
8800	0.69879626	-0.077467613
8900	0.69802827	-0.087873244
9000	0.69663008	-0.11301186
9100	0.69171552	-0.13270021
9200	0.68515713	-0.12202978
9300	0.6897977	-0.11323835
9400	0.68619903	-0.12854069
9500	0.68485665	-0.16786073
9600	0.6832305	-0.18081859
9700	0.68920295	-0.18605336
9800	0.70097675	-0.19160442
9900	0.69656471	-0.18231262
10000	0.69574738	-0.16848719
10100	0.68980293	-0.1632195
10200	0.69341095	-0.18502264
10300	0.70065551	-0.18591253
10400	0.70483778	-0.18684844
10500	0.70752306	-0.18837446
10600	0.72229584	-0.20615145
10700	0.72040012	-0.20855223
10800	0.71633278	-0.21939527
10900	0.72031347	-0.22634352
11000	0.71352852	-0.2433121
11100	0.7230247	-0.28332735
11200	0.71944396	-0.26034576
11300	0.72409761	-0.2699172
11400	0.7197202	-0.27700969
11500	0.71337987	-0.25992638
11600	0.71305919	-0.26042329
11700	0.72200928	-0.26490808
11800	0.712469	-0.2377287
11900	0.70540431	-0.25214359
12000	0.70386255	-0.26598293
12100	0.7131032	-0.27126154
12200	0.70681735	-0.25480612
12300	0.71180055	-0.28422286
12400	0.70931311	-0.30473906
12500	0.71191259	-0.32242271
12600	0.69970263	-0.290273
12700	0.70217316	-0.31291983
12800	0.70593981	-0.32679031
12900	0.70196273	-0.31543212
13000	0.70735003	-0.32977589
13100	0.70815203	-0.30371067
13200	0.71165028	-0.2961373
13300	0.70907181	-0.28105001
13400	0.70065096	-0.28305606
13500	0.70751632	-0.297213
