100	0.75373819	-0.0054702067
200	0.74195003	-0.00068803003
300	0.73883797	-0.0041913796
400	0.73375716	-0.015802757
500	0.73362187	-0.029573172
600	0.73186596	-0.030749811
700	0.73047385	-0.034851199
800	0.72713728	-0.037817788
900	0.72619401	-0.026196571
1000	0.72632663	-0.032927932
1100	0.72267746	-0.037984253
1200	0.72179777	-0.02933973
1300	0.72128699	-0.037912348
1400	0.72114168	-0.039981973
1500	0.72184933	-0.036655067
1600	0.7214825	-0.050002932
1700	0.72412387	-0.05411422
1800	0.72078846	-0.060656924
1900	0.72022342	-0.04913315
2000	0.72070747	-0.046054866
2100	0.7193853	-0.046768364
2200	0.72195075	-0.051946086
2300	0.71797274	-0.053992519
2400	0.71867098	-0.040453818
2500	0.71913798	-0.048056843
2600	0.71491041	-0.046805464
2700	0.71719211	-0.041513853
2800	0.71820567	-0.038334973
2900	0.71468161	-0.033538872
3000	0.71416158	-0.017920169
3100	0.71997702	-0.0076119226
3200	0.71763591	-0.01461971
3300	0.7166527	-0.0016871517
3400	0.7188531	-0.0027169291
3500	0.71814908	-0.0016492615
3600	0.71941961	-0.0027802913
3700	0.72076428	-0.0029750845
3800	0.71472166	0.0048445958
3900	0.71634363	0.01627598
4000	0.71658858	0.013279395
4100	0.71943895	0.016021908
4200	0.71683191	0.017169819
4300	0.71584588	0.01618284
4400	0.7172937	0.017260867
4500	0.71840639	0.01862089
4600	0.71866409	0.015610028
4700	0.71938556	0.017522464
4800	0.71670758	0.01760476
4900	0.71414852	0.012435401
5000	0.71277736	0.00087254563
5100	0.71223537	0.015104294
5200	0.71410618	0.021193378
5300	0.712658	0.016164285
5400	0.71670535	0.015520412
5500	0.71783479	0.020841972
5600	0.71765949	0.023949047
5700	0.71554776	0.026617477
5800	0.71287193	0.036821234
5900	0.71305259	0.03378654
6000	0.713644	0.040241141
6100	0.71400338	0.032096454
6200	0.70917152	0.040612032
6300	0.71589442	0.039907186
6400	0.71574942	0.041134394
6500	0.71645068	0.045144229
6600	0.71549251	0.044842283
6700	0.7179297	0.044562231
6800	0.71914902	0.039112051
6900	0.71816769	0.036072751
7000	0.71651036	0.044371799
7100	0.71357765	0.047810789
7200	0.71464541	0.046792453
7300	0.71821355	0.040162685
7400	0.71706025	0.038460144
7500	0.71660235	0.037380222
7600	0.71548169	0.043418532
